ROUND label=64k phases=ladder,k start=2026-09-15T14:59:51Z
WAIT-FOREIGN-PARFAST ['43418 /root/cg512-15sep/parfast r -t4 -q -m128 set.par2'] (0m) ts=2026-09-15T14:59:51Z
LOCK-BUSY /root/.parfast-rig.lock
WAIT-LOCK ts=2026-09-15T15:07:52Z
WAIT-FOREIGN-PARFAST ['63279 /root/cg512-15sep/parfast r -t4 -q set.par2'] (0m) ts=2026-09-15T15:08:52Z
LOCK-BUSY /root/.parfast-rig.lock
WAIT-LOCK ts=2026-09-15T15:18:52Z
WAIT-FOREIGN-PARFAST ['89859 /root/cg512-15sep/parfast r -t4 -q set.par2'] (0m) ts=2026-09-15T15:19:52Z
RIG-LOCK-TAKEN /root/.parfast-rig.lock pid=43650
BOX host=amd-epyc-vm cpu=AMD EPYC 9354P 32-Core Processor cores=8 ram_gb=31.3 os=Ubuntu 24.04.4 LTS (kernel 6.8.0-137-generic) free_gb=167.1
LEG 64k-k-m4096-big-fold-t8-r1             ok path=fold wall=  17.37 cpu=  129.44 W=[] win=0 slabs=1 foreign=6.5/6.5 steal=3.34 load=5.3/5.9 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m256-big-forcep-t8-r1            ok path=ntt  wall=   2.19 cpu=   15.06 W=[512] win=0 slabs=1 foreign=6.5/6.5 steal=5.19 load=6.1/6.1 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m256-128-forcep-t8-r1            ok path=ntt  wall=   2.22 cpu=   15.70 W=[512] win=7 slabs=1 foreign=6.4/6.4 steal=4.17 load=6.1/6.2 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m1024-big-forcep-t8-r1           ok path=ntt  wall=   2.54 cpu=   17.04 W=[512] win=0 slabs=1 foreign=6.4/6.4 steal=4.35 load=6.2/6.2 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m1024-128-forcep-t8-r1           ok path=ntt  wall=   2.94 cpu=   19.18 W=[512] win=6 slabs=2 foreign=6.4/6.4 steal=6.15 load=6.2/5.8 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m4096-big-forcep-t8-r1           ok path=ntt  wall=   3.17 cpu=   19.77 W=[512] win=0 slabs=1 foreign=6.4/60.4 steal=4.68 load=5.8/6.0 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m4096-128-forcep-t8-r1           ok path=ntt  wall=   6.44 cpu=   41.66 W=[512] win=4 slabs=4 foreign=5.4/5.4 steal=4.04 load=6.0/5.9 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m96-big-force-t4-r2         ok path=ntt  wall=   4.10 cpu=   20.23 W=[512] win=0 slabs=1 foreign=5.4/5.4 steal=24.18 load=5.9/5.5 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m96-big-fold-t4-r2          ok path=fold wall=   2.13 cpu=   11.05 W=[] win=0 slabs=1 foreign=5.4/5.4 steal=9.52 load=5.5/5.5 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m96-big-fold2-t4-r2         ok path=fold wall=   2.05 cpu=   10.98 W=[] win=0 slabs=1 foreign=5.4/5.4 steal=11.88 load=5.5/5.4 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m96-big-force2-t4-r2        ok path=ntt  wall=   3.03 cpu=   14.10 W=[512] win=0 slabs=1 foreign=5.4/5.4 steal=6.01 load=5.4/5.4 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m96-big-force-t8-r2         ok path=ntt  wall=   2.09 cpu=   14.49 W=[512] win=0 slabs=1 foreign=5.4/5.4 steal=5.53 load=5.0/5.0 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m96-big-fold-t8-r2          ok path=fold wall=   1.58 cpu=   10.69 W=[] win=0 slabs=1 foreign=5.4/5.4 steal=8.68 load=5.0/5.0 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m96-big-fold2-t8-r2         ok path=fold wall=   1.60 cpu=   10.79 W=[] win=0 slabs=1 foreign=5.4/4.4 steal=8.49 load=4.7/4.7 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m96-big-force2-t8-r2        ok path=ntt  wall=   1.96 cpu=   13.12 W=[512] win=0 slabs=1 foreign=4.4/4.4 steal=2.21 load=4.7/4.7 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m128-big-force-t4-r2        ok path=ntt  wall=   3.23 cpu=   14.46 W=[512] win=0 slabs=1 foreign=4.4/4.4 steal=4.99 load=5.0/5.0 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m128-big-fold-t4-r2         ok path=fold wall=   2.30 cpu=   11.32 W=[] win=0 slabs=1 foreign=4.4/4.4 steal=5.56 load=5.0/4.9 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m128-big-fold2-t4-r2        ok path=fold wall=   2.26 cpu=   10.96 W=[] win=0 slabs=1 foreign=4.4/4.4 steal=2.92 load=4.9/4.9 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m128-big-force2-t4-r2       ok path=ntt  wall=   3.01 cpu=   14.12 W=[512] win=0 slabs=1 foreign=4.4/4.4 steal=3.44 load=4.9/5.2 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m128-big-force-t8-r2        ok path=ntt  wall=   1.97 cpu=   13.59 W=[512] win=0 slabs=1 foreign=4.4/4.4 steal=3.57 load=5.2/5.0 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m128-big-fold-t8-r2         ok path=fold wall=   1.69 cpu=   11.55 W=[] win=0 slabs=1 foreign=4.4/4.4 steal=3.94 load=5.0/5.0 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m128-big-fold2-t8-r2        ok path=fold wall=   1.75 cpu=   11.72 W=[] win=0 slabs=1 foreign=4.4/4.4 steal=5.49 load=5.0/7.5 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m128-big-force2-t8-r2       ok path=ntt  wall=   2.11 cpu=   14.26 W=[512] win=0 slabs=1 foreign=4.4/4.4 steal=3.05 load=7.5/7.5 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m160-big-force-t4-r2        ok path=ntt  wall=   3.06 cpu=   14.06 W=[512] win=0 slabs=1 foreign=4.4/4.4 steal=1.94 load=7.5/7.2 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m160-big-fold-t4-r2         ok path=fold wall=   2.27 cpu=   11.41 W=[] win=0 slabs=1 foreign=4.4/3.4 steal=2.17 load=7.2/7.2 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m160-big-fold2-t4-r2        ok path=fold wall=   2.38 cpu=   12.20 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=6.02 load=6.7/6.7 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m160-big-force2-t4-r2       ok path=ntt  wall=   3.13 cpu=   14.27 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=4.72 load=6.7/6.5 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m160-big-force-t8-r2        ok path=ntt  wall=   2.57 cpu=   17.48 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=18.07 load=6.5/6.5 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m160-big-fold-t8-r2         ok path=fold wall=   2.08 cpu=   13.93 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=12.62 load=6.1/6.1 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m160-big-fold2-t8-r2        ok path=fold wall=   1.84 cpu=   12.80 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=7.1 load=6.1/9.4 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m160-big-force2-t8-r2       ok path=ntt  wall=   2.20 cpu=   15.08 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=7.83 load=9.4/9.4 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m192-big-force-t4-r2        ok path=ntt  wall=   2.98 cpu=   13.61 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=1.12 load=9.4/9.0 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m192-big-fold-t4-r2         ok path=fold wall=   2.56 cpu=   12.62 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=1.83 load=9.0/9.0 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m192-big-fold2-t4-r2        ok path=fold wall=   2.79 cpu=   13.46 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=2.43 load=8.4/8.4 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m192-big-force2-t4-r2       ok path=ntt  wall=   3.03 cpu=   13.98 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=1.75 load=8.4/8.0 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m192-big-force-t8-r2        ok path=ntt  wall=   1.92 cpu=   13.41 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=1.68 load=8.0/8.0 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m192-big-fold-t8-r2         ok path=fold wall=   1.99 cpu=   13.70 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=4.1 load=8.0/7.5 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m192-big-fold2-t8-r2        ok path=fold wall=   1.87 cpu=   13.10 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=1.52 load=7.5/7.5 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m192-big-force2-t8-r2       ok path=ntt  wall=   1.96 cpu=   13.64 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=0.88 load=7.5/7.5 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m224-big-force-t4-r2        ok path=ntt  wall=   2.98 cpu=   13.89 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=1.58 load=7.5/7.2 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m224-big-fold-t4-r2         ok path=fold wall=   2.94 cpu=   14.20 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=2.22 load=7.2/7.2 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m224-big-fold2-t4-r2        ok path=fold wall=   2.94 cpu=   14.16 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=2.47 load=7.2/7.4 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m224-big-force2-t4-r2       ok path=ntt  wall=   3.03 cpu=   14.03 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=1.91 load=7.4/7.1 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m224-big-force-t8-r2        ok path=ntt  wall=   2.22 cpu=   15.28 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=4.11 load=7.1/7.1 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m224-big-fold-t8-r2         ok path=fold wall=   2.17 cpu=   14.97 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=6.73 load=7.1/6.6 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m224-big-fold2-t8-r2        ok path=fold wall=   2.11 cpu=   14.73 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=2.87 load=6.6/6.6 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m224-big-force2-t8-r2       ok path=ntt  wall=   2.94 cpu=   20.15 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=24.41 load=6.7/6.7 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m256-big-force-t4-r2        ok path=ntt  wall=   3.26 cpu=   14.92 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=3.08 load=6.7/6.5 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m256-big-fold-t4-r2         ok path=fold wall=   3.13 cpu=   15.33 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=4.43 load=6.5/6.3 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m256-big-fold2-t4-r2        ok path=fold wall=   3.17 cpu=   14.98 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=2.38 load=6.3/7.0 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m256-big-force2-t4-r2       ok path=ntt  wall=   2.96 cpu=   13.78 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=1.42 load=7.0/7.0 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m256-big-force-t8-r2        ok path=ntt  wall=   2.11 cpu=   14.57 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=2.17 load=7.0/7.1 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m256-big-fold-t8-r2         ok path=fold wall=   2.20 cpu=   15.45 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=2.86 load=7.1/7.1 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m256-big-fold2-t8-r2        ok path=fold wall=   2.24 cpu=   15.80 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=3.26 load=7.1/7.6 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m256-big-force2-t8-r2       ok path=ntt  wall=   1.97 cpu=   13.67 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=0.76 load=7.6/7.6 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m288-big-force-t4-r2        ok path=ntt  wall=   3.00 cpu=   13.76 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=0.99 load=7.1/7.1 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m288-big-fold-t4-r2         ok path=fold wall=   3.33 cpu=   15.65 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=1.93 load=7.1/6.8 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m288-big-fold2-t4-r2        ok path=fold wall=   3.39 cpu=   15.86 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=0.92 load=6.8/6.6 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m288-big-force2-t4-r2       ok path=ntt  wall=   2.96 cpu=   13.64 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=0.63 load=6.6/6.6 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m288-big-force-t8-r2        ok path=ntt  wall=   1.99 cpu=   13.83 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=1.13 load=6.2/6.2 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m288-big-fold-t8-r2         ok path=fold wall=   2.32 cpu=   16.80 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=1.34 load=6.2/6.3 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m288-big-fold2-t8-r2        ok path=fold wall=   2.27 cpu=   16.27 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=1.81 load=6.3/6.3 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m288-big-force2-t8-r2       ok path=ntt  wall=   2.12 cpu=   14.63 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=2.27 load=6.3/6.5 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m320-big-force-t4-r2        ok path=ntt  wall=   3.38 cpu=   15.36 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=1.65 load=6.5/7.3 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m320-big-fold-t4-r2         ok path=fold wall=   5.19 cpu=   24.47 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=21.21 load=7.3/7.0 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m320-big-fold2-t4-r2        ok path=fold wall=   4.21 cpu=   19.64 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=8.72 load=7.0/6.8 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m320-big-force2-t4-r2       ok path=ntt  wall=   3.59 cpu=   16.33 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=6.27 load=6.8/6.5 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m320-big-force-t8-r2        ok path=ntt  wall=   2.21 cpu=   14.87 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=3.75 load=6.5/6.5 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m320-big-fold-t8-r2         ok path=fold wall=   2.69 cpu=   19.34 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=4.47 load=6.5/6.6 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m320-big-fold2-t8-r2        ok path=fold wall=   2.52 cpu=   18.14 W=[] win=0 slabs=1 foreign=12.3/3.4 steal=3.54 load=6.6/6.6 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m320-big-force2-t8-r2       ok path=ntt  wall=   2.27 cpu=   15.69 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=6.14 load=6.2/6.2 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m384-big-force-t4-r2        ok path=ntt  wall=   3.27 cpu=   15.17 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=4.23 load=6.2/6.0 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m384-big-fold-t4-r2         ok path=fold wall=   4.17 cpu=   18.99 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=2.4 load=6.0/5.8 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m384-big-fold2-t4-r2        ok path=fold wall=   4.14 cpu=   18.66 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=1.32 load=5.8/5.7 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m384-big-force2-t4-r2       ok path=ntt  wall=   3.25 cpu=   14.72 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=1.45 load=5.7/6.5 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m384-big-force-t8-r2        ok path=ntt  wall=   2.08 cpu=   14.32 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=1.49 load=6.5/6.5 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m384-big-fold-t8-r2         ok path=fold wall=   2.76 cpu=   20.08 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=2.11 load=6.5/6.7 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m384-big-fold2-t8-r2        ok path=fold wall=   2.93 cpu=   20.94 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=3.38 load=6.7/6.7 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m384-big-force2-t8-r2       ok path=ntt  wall=   2.34 cpu=   15.86 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=8.23 load=6.3/6.3 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m512-big-force-t4-r2        ok path=ntt  wall=   4.29 cpu=   19.98 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=18.17 load=6.3/6.1 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m512-big-fold-t4-r2         ok path=fold wall=   5.87 cpu=   25.64 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=4.98 load=6.1/6.0 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m512-big-fold2-t4-r2        ok path=fold wall=   5.47 cpu=   24.15 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=3.09 load=5.6/5.4 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m512-big-force2-t4-r2       ok path=ntt  wall=   3.52 cpu=   15.69 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=3.16 load=5.4/5.3 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m512-big-force-t8-r2        ok path=ntt  wall=   2.28 cpu=   15.72 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=3.04 load=5.3/5.3 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m512-big-fold-t8-r2         ok path=fold wall=   3.64 cpu=   26.48 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=5.41 load=5.3/6.5 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m512-big-fold2-t8-r2        ok path=fold wall=   3.79 cpu=   27.56 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=6.3 load=6.5/6.6 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-ladder-m512-big-force2-t8-r2       ok path=ntt  wall=   2.30 cpu=   15.48 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=5.48 load=6.6/6.2 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m192-big-fold-t4-r2              ok path=fold wall=   2.70 cpu=   13.26 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=5.75 load=6.2/6.2 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m512-big-fold-t4-r2              ok path=fold wall=   5.73 cpu=   25.07 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=2.39 load=6.2/5.7 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m1024-big-fold-t4-r2             ok path=fold wall=  10.17 cpu=   42.30 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=1.63 load=5.7/5.4 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m2048-big-fold-t4-r2             ok path=fold wall=  18.16 cpu=   73.38 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=5.51 load=5.4/5.0 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m4096-big-fold-t4-r2             ok path=fold wall=  28.84 cpu=  115.94 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=1.39 load=5.0/4.6 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m256-big-forcep-t4-r2            ok path=ntt  wall=   2.97 cpu=   13.51 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=1.0 load=4.6/4.6 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m256-128-forcep-t4-r2            ok path=ntt  wall=   3.06 cpu=   14.39 W=[512] win=7 slabs=1 foreign=3.4/3.4 steal=1.74 load=4.6/4.3 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m1024-big-forcep-t4-r2           ok path=ntt  wall=   3.56 cpu=   15.73 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=1.15 load=4.3/4.3 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m1024-128-forcep-t4-r2           ok path=ntt  wall=   4.26 cpu=   18.84 W=[512] win=6 slabs=2 foreign=3.4/3.4 steal=7.83 load=4.3/4.3 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m4096-big-forcep-t4-r2           ok path=ntt  wall=   4.50 cpu=   18.43 W=[512] win=0 slabs=1 foreign=3.4/3.4 steal=3.94 load=4.3/4.0 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m4096-128-forcep-t4-r2           ok path=ntt  wall=   9.18 cpu=   36.21 W=[512] win=4 slabs=4 foreign=3.4/3.4 steal=1.93 load=3.8/3.6 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m192-big-fold-t8-r2              ok path=fold wall=   1.98 cpu=   13.59 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=2.0 load=3.3/3.3 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m512-big-fold-t8-r2              ok path=fold wall=   3.53 cpu=   25.71 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=2.18 load=3.3/3.8 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m1024-big-fold-t8-r2             ok path=fold wall=   6.01 cpu=   44.16 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=2.65 load=3.8/4.1 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
LEG 64k-k-m2048-big-fold-t8-r2             ok path=fold wall=   9.60 cpu=   72.32 W=[] win=0 slabs=1 foreign=3.4/3.4 steal=2.05 load=4.1/5.4 rig=pdrv.py:15b7557472cfe247+rowgate.py:a31d9117cc83d61d
